time;SamplingFrequency;ECG;Pulse
1.123;1000;517;518
1.124;1000;517;515
1.125;1000;518;513
1.126;1000;519;514
1.127;1000;520;516
1.128;1000;521;515
1.129;1000;523;517
1.13;1000;523;514
1.131;1000;519;516
1.132;1000;513;515
1.133;1000;510;515
1.134;1000;507;514
1.135;1000;506;513
1.136;1000;507;515
1.137;1000;512;515
1.138;1000;518;515
1.139;1000;524;515
1.14;1000;529;513
1.141;1000;530;513
1.142;1000;529;518
1.143;1000;527;513
1.144;1000;525;518
1.145;1000;524;513
1.146;1000;523;517
1.147;1000;522;514
1.148;1000;522;514
1.149;1000;521;515
1.15;1000;520;513
1.151;1000;520;514
1.152;1000;522;515
1.153;1000;523;515
1.154;1000;524;514
1.155;1000;524;513
1.156;1000;523;513
1.157;1000;524;516
1.158;1000;527;514
1.159;1000;530;517
1.16;1000;533;512
1.161;1000;534;515
1.162;1000;537;515
1.163;1000;539;515
1.164;1000;538;515
1.165;1000;538;513
1.166;1000;538;515
1.167;1000;540;515
1.168;1000;540;514
1.169;1000;539;515
1.17;1000;538;513
1.171;1000;537;515
1.172;1000;538;515
1.173;1000;540;515
1.174;1000;542;515
1.175;1000;543;514
1.176;1000;544;518
1.177;1000;545;513
1.178;1000;546;517
1.179;1000;548;515
